title,genre
Homeworld: Cataclysm,strategy realtime scifi scifi general
Fez,action platformer platformer 2d 2d
Cave Story,action platformer platformer 2d 2d
Dark Souls II: Scholar of the First Sin,roleplaying action rpg
The Walking Dead: Episode 5 - No Time Left,miscellaneous adventure general compilation pointandclick
Guild Wars,roleplaying general general massively multiplayer
Borderlands 2,action shooter shooter firstperson scifi scifi arcade
World Soccer Winning Eleven 9,sports traditional soccer sim
Guitar Hero 5,action miscellaneous rhythm music music
Ace Combat 04: Shattered Skies,simulation flight modern jet
Max Payne,action shooter shooter thirdperson modern modern arcade
3D Streets of Rage II,action beatemup 2d
Out of the Park Baseball 15,sports traditional team baseball sim
MVP Baseball 2004,sports traditional baseball sim
Tiger Woods PGA Tour 2004,sports traditional golf sim
Tom Clancy's Splinter Cell,action adventure modern
Max Payne,action shooter thirdperson modern
World in Conflict,strategy realtime modern general
Burnout Revenge,driving racing arcade arcade automobile
FIFA Soccer 11,sports traditional team soccer sim sim
Final Fantasy XIV: Stormblood,roleplaying massively multiplayer
Deus Ex: Human Revolution,action action adventure shooter scifi scifi general firstperson scifi
Stardew Valley,roleplaying general
Castlevania: Dawn of Sorrow,action roleplaying platformer platformer action rpg 2d 2d
NBA Street Vol. 2,sports traditional basketball arcade
Sonic Adventure 2,action platformer 3d
NASCAR Racing 4,driving racing simulation stock car stock car automobile
Duke Nukem 3D,action shooter shooter firstperson scifi scifi arcade
L.A. Noire,adventure firstperson 3d modern thirdperson modern
Bastion,roleplaying action rpg
Far Cry,action shooter shooter firstperson modern modern arcade
Dead Space,action shooter shooter thirdperson scifi scifi arcade
Lone Echo,action adventure general
FIFA Soccer 12,sports traditional team soccer sim sim
Dishonored,action adventure modern general modern
XCOM: Enemy Unknown,strategy turnbased general scifi scifi general
Mass Effect 3,roleplaying action rpg action rpg
Rise of Nations,strategy realtime historic general historic
Shin Megami Tensei: Persona 3 FES,roleplaying consolestyle rpg
Burnout 2: Point of Impact,driving racing arcade
World Series Baseball 2K3,sports traditional baseball sim
NASCAR Racing 2003 Season,driving racing simulation stock car stock car automobile
Descent 3,action shooter shooter firstperson scifi scifi arcade
Resident Evil 2,action adventure horror
The Curse of Monkey Island,adventure general general pointandclick
Rez Infinite,action shooter rail
Dark Souls: Artorias of the Abyss,roleplaying action rpg action rpg
Metal Gear Solid HD Collection,miscellaneous action adventure modern compilation compilation
Battlefield 3,action shooter shooter firstperson modern tactical modern arcade
Owlboy,action adventure general
Dead Space 2,action shooter shooter thirdperson scifi scifi arcade
Battlefield 1942,action shooter shooter firstperson historic historic arcade
Einhander,action shooter scrolling
Deus Ex: Human Revolution,action action adventure shooter scifi scifi general firstperson scifi
The Chronicles of Riddick: Escape From Butcher Bay,action shooter firstperson scifi
The Walking Dead: Episode 5 - No Time Left,miscellaneous adventure general compilation pointandclick
Madden NFL 2003,sports traditional team football sim sim
WWF No Mercy,action fighting wrestling
Gran Turismo 4,driving racing gt  street
Dragon Age: Inquisition,general roleplaying general action rpg westernstyle
The Beatles: Rock Band,action miscellaneous rhythm music music
Advance Wars 2: Black Hole Rising,strategy turnbased scifi
DiRT 2,driving racing simulation rally  offroad rally  offroad automobile
Lumines,miscellaneous puzzle puzzle general puzzle matching general
L.A. Noire,firstperson adventure 3d modern thirdperson modern
Ratchet & Clank Future: Tools of Destruction,action platformer platformer 3d 3d
Peggle,miscellaneous puzzle action puzzle puzzle action
Tom Clancy's Splinter Cell Double Agent,action adventure modern
New Super Mario Bros.,action platformer platformer 2d 2d
Silent Hill 2,action adventure horror
Battlefield 1,action general shooter firstperson tactical
Metal Gear Solid: Peace Walker,action adventure modern general modern
Virtua Fighter 5 Online,action fighting fighting 3d 3d
"WarioWare, Inc.: Mega Microgame$!",miscellaneous puzzle general
The Orange Box,action miscellaneous shooter compilation firstperson scifi
NBA 2K2,sports traditional basketball sim
Grandia,roleplaying consolestyle rpg
Colors! 3D,miscellaneous general general application
Destiny: The Taken King,action shooter firstperson arcade
NBA 2K11,sports traditional team basketball sim sim
Horizon Zero Dawn,roleplaying action rpg
NBA 2K11,sports traditional team basketball sim sim
Injustice 2,action fighting 2d
Minecraft: PlayStation 4 Edition,action adventure adventure 3d sandbox firstperson fantasy fantasy
Dark Souls,roleplaying action rpg action rpg
Stardew Valley,general roleplaying general
Prince of Persia: The Sands of Time,action adventure fantasy fantasy linear
What Remains of Edith Finch,adventure 3d firstperson
Top Spin,sports traditional tennis
ESPN NBA Basketball,sports traditional basketball sim
Tiger Woods PGA Tour 2004,sports traditional golf sim
Tom Clancy's Splinter Cell,action adventure modern
NHL 2K3,sports traditional ice hockey sim
NBA Street,sports traditional basketball arcade
Railroad Tycoon II,strategy tycoon management tycoon business  tycoon
Burnout Paradise,driving racing arcade arcade automobile
Wipeout Pure,driving racing arcade futuristic futuristic
The Beatles: Rock Band,action miscellaneous rhythm music music
XCOM 2: War of the Chosen,strategy turnbased tactics
Fallout 4,general roleplaying westernstyle
Tiger Woods PGA Tour 2005,sports traditional golf sim
Microsoft Flight Simulator 2004: A Century of Flight,simulation flight civilian plane civilian
NBA Street Vol. 2,sports traditional basketball arcade
Medieval: Total War,strategy realtime historic general historic
Shenmue II,action adventure modern
NHL 2001,sports traditional ice hockey sim
Excitebike 64,driving racing motorcycle motocross
R4: Ridge Racer Type 4,driving racing arcade
Shadow Complex,action shooter shooter thirdperson scifi scifi arcade
Spelunky,action platformer platformer 2d 2d
NBA Street V3,sports traditional basketball arcade
Mafia,action adventure historic historic openworld
N++,action platformer 2d
Call of Duty: Modern Warfare 3,action shooter shooter firstperson modern modern arcade
What Remains of Edith Finch,general adventure 3d firstperson
Brothers in Arms: Road to Hill 30,action shooter firstperson historic
Deus Ex: Human Revolution - Director's Cut,action adventure scifi scifi general
Madden NFL 06,sports traditional football sim
Dishonored,action adventure modern general modern
LIMBO,action platformer platformer 2d 2d
Dragon Quest XI: Echoes of an Elusive Age,roleplaying japanesestyle
Nuclear Throne,general action general shooter shootemup topdown
Crusader Kings II: The Old Gods,strategy realtime historic general historic
Assassin's Creed: Brotherhood,action adventure historic historic openworld
Crash Team Racing,driving racing kart
DJ Hero 2,action miscellaneous rhythm music music
Pinball FX 2: Marvel Pinball - Avengers Chronicles,action miscellaneous parlor pinball pinball
Medal of Honor Frontline,action shooter firstperson historic
Superbike 2001,driving racing simulation motorcycle automobile street street
Ultimate Fighting Championship,action fighting 3d
Wolfenstein II: The New Colossus,action shooter firstperson arcade
Mario Kart 8,driving racing arcade kart kart automobile
Super Mario Maker,action platformer 2d
NHL 11,sports traditional team ice hockey sim sim
Divinity: Original Sin Enhanced Edition,roleplaying action rpg westernstyle
Dead Space,action shooter shooter thirdperson scifi scifi arcade
Tekken 5,action fighting 3d
F.E.A.R.,action shooter shooter firstperson modern modern arcade
Monster Hunter: World,roleplaying action rpg
Psychonauts,action platformer 3d
The Binding of Isaac: Rebirth,horror action action adventure shooter survival shootemup topdown
FIFA 14,sim sports traditional team soccer sim
NHL 10,sports traditional team ice hockey sim sim
BioShock 2,action shooter shooter firstperson scifi scifi arcade
Kerbal Space Program,scifi small spaceship small spaceship simulation space combat
Ori and the Blind Forest: Definitive Edition,action platformer 2d
Tribes 2,action shooter shooter firstperson scifi scifi arcade
Age of Empires II: The Conquerors Expansion,strategy realtime historic historic command
Diddy Kong Racing,driving racing kart
Star Fox 64,action shooter rail
NHL 09,sports traditional team ice hockey sim sim
Ori and the Blind Forest: Definitive Edition,action platformer 2d
NieR: Automata,roleplaying action rpg
Meteos,miscellaneous puzzle puzzle puzzle matching matching
Zero Escape: Virtue's Last Reward,adventure general general visual novel
Dishonored 2,action adventure general
NHL 09,sports traditional team ice hockey sim sim
Rise of the Tomb Raider: 20 Year Celebration,action adventure linear
NHL 10,sports traditional team ice hockey sim sim
Uncharted: Drake's Fortune,action adventure modern modern linear
The Banner Saga 3,strategy turnbased tactics
Tom Clancy's Rainbow Six Vegas,action shooter shooter firstperson tactical modern modern
Super Street Fighter II Turbo HD Remix,action fighting fighting 2d 2d
Tiger Woods PGA Tour 2005,sports traditional golf sim
Tiger Woods PGA Tour 2004,sports traditional individual golf sim sim
Warcraft III: The Frozen Throne,strategy realtime fantasy general fantasy
Tiger Woods PGA Tour 2003,sports traditional golf sim
Tactics Ogre: The Knight of Lodis,strategy turnbased fantasy
Starcraft,strategy realtime scifi scifi command
Assassin's Creed IV: Black Flag,action adventure historic historic openworld
Battlefield: Bad Company 2,action shooter shooter firstperson modern modern arcade
The Last of Us: Left Behind,action adventure general modern
Far Cry 3,action shooter shooter firstperson modern modern arcade
Tiger Woods PGA Tour 10,sports traditional individual golf sim sim
Star Wars Pinball: Balance of the Force,action miscellaneous parlor pinball pinball
World Soccer Winning Eleven 8 International,sports traditional team soccer sim sim
Fight Night Round 2,sports traditional boxing
The Secret of Monkey Island: Special Edition,adventure general general pointandclick
Shovel Knight,platformer 2d action platformer 2d
Rayman Origins,action adventure fantasy action platformer platformer 2d 2d
Project Gotham Racing 3,driving racing simulation gt  street gt  street automobile
NBA 2K17,sports team basketball sim
Battlefield: Bad Company 2,action shooter shooter firstperson modern modern arcade
The World Ends with You,roleplaying action rpg action rpg
Torchlight II,roleplaying action rpg action rpg
XCOM 2,strategy turnbased general tactics
Dishonored 2,action adventure general
Injustice 2: Legendary Edition,action fighting 2d
Cuphead,action platformer 2d
Divinity: Original Sin Enhanced Edition,roleplaying action rpg westernstyle
Minecraft: Xbox One Edition,action adventure adventure 3d sandbox firstperson fantasy fantasy
Guacamelee! Super Turbo Championship Edition,action platformer 2d
XCOM: Enemy Within,scifi strategy turnbased scifi general
NCAA Football 2005,sports traditional football sim
ESPN NHL Hockey,sports traditional ice hockey sim
NCAA Football 2004,sports traditional football sim
FIFA Soccer 2003,sports traditional soccer sim
Ratchet & Clank,action platformer 3d
Tiger Woods PGA Tour 2003,sports traditional golf sim
TimeSplitters 2,action shooter firstperson scifi
JSRF: Jet Set Radio Future,action platformer 3d
Red Faction,action shooter firstperson scifi
Myth II: Soulblighter,strategy realtime fantasy general
Ninja Gaiden Sigma,action adventure fantasy general fantasy
Fire Emblem Fates: Special Edition,strategy turnbased tactics
Pinball FX 2,action miscellaneous parlor pinball pinball
Final Fantasy Tactics: The War of the Lions,strategy turnbased fantasy fantasy tactics
NHL 11,sports traditional team ice hockey sim sim
Wario Land 4,action platformer 2d
The Elder Scrolls III: Morrowind Game of the Year Edition,roleplaying firstperson
WarioWare: Twisted!,miscellaneous puzzle general
Pokemon Y,roleplaying consolestyle rpg consolestyle rpg trainer
Call of Duty: Black Ops,action shooter shooter firstperson historic historic arcade
Return to Castle Wolfenstein,action shooter shooter firstperson historic historic arcade
Ori and the Blind Forest,action platformer 2d
NCAA Football 07,sports traditional football sim
