title,genre
Links 2003,sports traditional golf sim
Earth & Beyond,roleplaying massively multiplayer online massively multiplayer scifi scifi
Syberia,adventure 3d fantasy thirdperson fantasy
NASCAR Thunder 2002,driving racing stock car
Virtual Pool 3,sports miscellaneous parlor individual billiards billiards
The Sims: Livin' Large,simulation miscellaneous virtual life virtual virtual life
The Wolf Among Us: Episode 1 - Faith,action adventure adventure fantasy general fantasy pointandclick
Sonic the Hedgehog 2,action platformer platformer 2d 2d
Metal Arms: Glitch in the System,action shooter thirdperson scifi
MLB The Show 18,sports team baseball sim
DCS: Black Shark,simulation flight helicopter helicopter civilian
FIFA Soccer 08,sports traditional team soccer sim sim
Pro Evolution Soccer 2010,sports traditional team football soccer sim sim sim
ModNation Racers,driving racing arcade kart other kart
Soul Sacrifice Delta,roleplaying action rpg
King's Bounty: Armored Princess,roleplaying strategy turnbased general general
Captain Toad: Treasure Tracker,action platformer 3d
Toki Tori,puzzle action
Azure Striker Gunvolt: Striker Pack,miscellaneous compilation
Rock Band Rivals,action rhythm music
Resident Evil HD Remaster,horror action adventure survival
Far Cry 4,action shooter firstperson modern arcade
Age of Wonders III - Golden Realms,fantasy strategy turnbased general
Enslaved: Odyssey to the West,action adventure modern general modern
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,miscellaneous adventure general compilation
Ys VIII: Lacrimosa of DANA,roleplaying action rpg
Prince of Persia,action adventure fantasy general fantasy
Halo Wars,strategy realtime scifi scifi general
PixelJunk Monsters Encore,strategy realtime fantasy fantasy defense
Joint Operations: Typhoon Rising,action shooter shooter firstperson tactical modern modern
MotorStorm: Pacific Rift,driving racing simulation rally  offroad rally  offroad automobile
Xpand Rally,driving racing simulation rally  offroad rally  offroad automobile
Prey,general action shooter firstperson arcade
Dark Souls II: Crown of the Sunken King,roleplaying action rpg
The Walking Dead: Episode 4 - Around Every Corner,miscellaneous adventure general compilation pointandclick
SSX,sports alternative individual snowboarding snowboarding ski  snowboard
Enter the Gungeon,action general
Shantae: Half-Genie Hero,action platformer 2d
Resident Evil HD Remaster,action adventure horror survival
Disgaea 4: A Promise Revisited,fantasy strategy turnbased fantasy tactics
Year Walk,adventure 3d firstperson
You Don't Know Jack,miscellaneous trivia  game show trivia  game show
The Lord of the Rings: The Two Towers,action beatemup
Celtic Kings: Rage of War,strategy realtime historic general historic
ATV Offroad Fury,driving racing rally  offroad
B-17 Flying Fortress: The Mighty 8th,simulation flight wwii wwii combat
EverQuest: The Scars of Velious,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Suikoden II,roleplaying consolestyle rpg
Final Fight One,action beatemup
Tom Clancy's Splinter Cell: Blacklist,action adventure modern general modern
SteamWorld Dig,action action adventure general platformer 2d
Tekken 7,action fighting 3d
Metro: Last Light,action shooter shooter firstperson scifi scifi arcade
Rising Storm,action shooter shooter firstperson historic arcade
NCAA Football 12,sports traditional team football sim sim
Lethal League,action fighting 2d
Puzzle Quest: Challenge of the Warlords,miscellaneous puzzle puzzle puzzle matching matching
Ninja Five-O,action platformer 2d
Madden NFL 18,sports team football sim
Botanicula,adventure general thirdperson general pointandclick fantasy
OutRun 2006: Coast 2 Coast,driving racing arcade arcade automobile
"Nine Hours, Nine Persons, Nine Doors",action adventure adventure general horror 3d visual novel firstperson modern modern
Darkest Dungeon: The Crimson Court,roleplaying general
She Remembered Caterpillars,puzzle action
College Hoops 2K7,sports traditional team basketball sim sim
Joe Danger 2: The Movie,action racing general general arcade other
Catherine,action adventure horror horror survival
Pro Evolution Soccer 2015,sports traditional team soccer sim
FIFA 15,sports traditional team soccer sim
PixelJunk Shooter Ultimate,action shooter scrolling shootemup vertical
Bookworm Adventures Deluxe,miscellaneous puzzle puzzle general puzzle logic general
de Blob,action platformer platformer 3d 3d
The Lord of the Rings: The Battle for Middle-Earth,strategy realtime fantasy general fantasy
ZEN Pinball 2,action miscellaneous parlor pinball
Hitman: Blood Money,action adventure modern general modern
Bleach: Dark Souls,action fighting fighting 2d 2d
Burnout Paradise Remastered,racing arcade automobile
RIVE: Ultimate Edition,action platformer 2d
Bulletstorm: Full Clip Edition,action shooter firstperson arcade
Need for Speed: Most Wanted,driving racing simulation gt  street gt  street automobile
Saints Row 2,action adventure modern modern openworld
Severed,fantasy action adventure general
Star Wars: Battlefront,action shooter thirdperson scifi
OlliOlli2: Welcome to Olliwood,sports individual skate  skateboard
WildStar,scifi roleplaying massively multiplayer online massively multiplayer scifi
Broken Age: Act 1,general adventure general 3d pointandclick thirdperson fantasy
Divinity II: The Dragon Knight Saga,roleplaying miscellaneous action rpg compilation
Starship Defense,strategy realtime scifi scifi defense
Out of the Park Baseball 9,sports traditional baseball management
Tekken 5: Dark Resurrection,action fighting fighting 3d 3d
The Simpsons: Hit & Run,driving action adventure missionbased missionbased openworld
DDRMAX2 Dance Dance Revolution,miscellaneous rhythm dancing
NHL Hitz 20-03,sports traditional ice hockey arcade
America's Army,action shooter shooter firstperson tactical modern
Star Trek Bridge Commander,simulation scifi space large spaceship civilian
Seaman,strategy breedingconstructing
The Last Express,adventure general general
Blur,driving racing arcade arcade automobile
Resistance: Retribution,action shooter shooter thirdperson scifi scifi arcade
Hustle Kings,sports miscellaneous parlor individual billiards billiards
Hot Shots Golf: Out of Bounds,sports traditional individual golf arcade arcade
Siesta Fiesta,puzzle action general
Quake 4,action shooter shooter firstperson scifi scifi arcade
Closure,action platformer platformer 2d 2d
Kingdom Hearts HD 2.5 ReMIX,roleplaying action rpg miscellaneous compilation
Tom Clancy's Splinter Cell Chaos Theory,action adventure modern
Dragon Quest Builders,action adventure sandbox
Mega Man 10,action platformer platformer 2d 2d
Starbound,fantasy general fantasy action adventure sandbox
KORG DS-10 PLUS,miscellaneous music maker music maker application
Condemned: Criminal Origins,action adventure horror horror survival
Tony Hawk's Project 8,sports alternative individual skateboarding skateboarding skate  skateboard
Saints Row IV,action adventure modern modern openworld
Injustice: Gods Among Us,action fighting fighting 2d 2d
Nidhogg,general action miscellaneous general
The Elder Scrolls V: Skyrim Special Edition,roleplaying westernstyle
Battlefield 4,action shooter shooter firstperson modern modern arcade
NBA 2K8,sports traditional team basketball sim sim
Torment: Tides of Numenera,general general roleplaying westernstyle
Kalimba,action general
Tiger Woods PGA Tour 07,sports traditional golf sim
Metrico+,puzzle action
NHL 14,sports traditional team ice hockey sim sim
Tekken 7,action fighting 3d
NBA 2K8,sports traditional team basketball sim sim
To the Moon,roleplaying adventure general general general
Madden NFL 15,sports traditional team football sim
Slime-san: Superslime Edition,action adventure linear
Quadrilateral Cowboy,simulation virtual career
Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,roleplaying action rpg action rpg
The Sims 3: World Adventures,simulation miscellaneous virtual life virtual virtual life
Painkiller,action shooter shooter firstperson fantasy fantasy arcade
Disgaea 5 Complete,strategy turnbased tactics
WarioWare: Touched!,miscellaneous puzzle puzzle general puzzle party  minigame general
Plants vs Zombies: Garden Warfare 2,general action shooter thirdperson tactical
NHL 2K6,sports traditional ice hockey sim
Torchlight,roleplaying action rpg action rpg
Warhammer: Vermintide 2,action shooter firstperson arcade
Danganronpa V3: Killing Harmony,action general adventure visual novel
Bomberman Ultra,miscellaneous puzzle puzzle general puzzle general
Growlanser Generations,roleplaying general
Airborne Assault: Highway to the Reich,strategy realtime wargame realtime general
NCAA March Madness 2004,sports traditional basketball sim
Nancy Drew: Danger on Deception Island,adventure 3d firstperson modern modern
Doom,action shooter firstperson scifi
NASCAR Heat 2002,driving racing stock car
Shadowrun: Hong Kong,roleplaying westernstyle
Fieldrunners,strategy realtime general general defense
Kirby: Planet Robobot,action platformer 2d
War Thunder,action simulation flight flight vehicle combat
Race Driver 2006,driving racing simulation general general automobile
Renegade Ops,action general general shooter shootemup topdown
Where is My Heart?,action platformer platformer 2d 2d
Saints Row,action adventure modern modern openworld
Hitman - Episode 6: Hokkaido,action adventure general
Art Academy: Lessons for Everyone,miscellaneous edutainment edutainment
Lumines II,miscellaneous puzzle puzzle general puzzle matching general
Splatoon,fantasy action shooter thirdperson arcade
Supreme Commander: Forged Alliance,strategy realtime scifi scifi general command
Drill Dozer,action platformer 2d
Super One More Jump,action platformer 2d
Oxenfree,action adventure adventure general
Sunless Sea,scifi action adventure general
The Walking Dead: Season Two Episode 3 - In Harm's Way,general action adventure general pointandclick
Duke Nukem Advance,action shooter firstperson scifi
Marvel Heroes 2015,roleplaying massively multiplayer online massively multiplayer scifi
Football Manager 2016,sports team soccer management
Tearaway Unfolded,action adventure adventure general fantasy
Trackmania Turbo,racing arcade automobile
Ratchet: Deadlocked,action shooter thirdperson scifi
Phantom Brave,strategy turnbased fantasy
LEGO Star Wars II: The Original Trilogy,action adventure scifi scifi general
VVVVVV,action platformer platformer 2d 2d
Monster Hunter Freedom Unite,roleplaying action rpg action rpg
Hellblade: Senua's Sacrifice,fantasy action adventure general
The Sims 4: Seasons,simulation virtual virtual life
Teslagrad,action platformer 2d
Call of Duty: Black Ops III,action shooter firstperson arcade
Darksiders II,action adventure modern fantasy fantasy openworld
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,roleplaying general general
NBA 2K7,sports traditional basketball sim
Saints Row 2,action adventure modern modern openworld
Tom Clancy's Rainbow Six Vegas 2,action shooter shooter firstperson tactical modern modern
Overcooked! 2,action arcade
Resident Evil 5: Lost in Nightmares,action adventure horror horror survival
Mario & Luigi: Superstar Saga + Bowser's Minions,roleplaying japanesestyle
Wolfenstein: The New Order,general action shooter firstperson historic arcade
Fallout: New Vegas - Old World Blues,roleplaying firstperson firstperson westernstyle
Super Mega Baseball 2,sports baseball arcade team
Mega Man Anniversary Collection,miscellaneous compilation
The Sims Bustin' Out,miscellaneous virtual life
Mortal Kombat: Deadly Alliance,action fighting 3d
Medal of Honor Frontline,action shooter firstperson historic
NHL Hitz 20-03,sports traditional ice hockey arcade
Star Wars: Jedi Starfighter,simulation scifi small spaceship
FIFA Soccer 2002,sports traditional soccer sim
TimeSplitters,action shooter firstperson scifi
Downwell,action general
From Dust,strategy adventure general general general
Phoenix Wright: Ace Attorney - Dual Destinies,adventure general general visual novel
Lone Survivor,action adventure horror horror survival
NCAA Football 08,sports traditional team football sim sim
Deus Ex: Mankind Divided - A Criminal Past,action adventure general
Call of Duty: Advanced Warfare,action shooter firstperson modern arcade
Capcom Classics Collection,miscellaneous compilation
Rising Storm 2: Vietnam,action shooter firstperson tactical
Alien: Isolation,action adventure scifi general survival
Phantom Dust,action shooter thirdperson scifi
The Witcher,roleplaying action rpg action rpg
Phoenix Wright: Ace Attorney Trilogy,miscellaneous compilation
Kentucky Route Zero - Act I,adventure general general
Call of Duty: Black Ops II,action shooter shooter firstperson historic modern arcade
Lone Survivor: The Director's Cut,action adventure horror horror survival
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,miscellaneous adventure general compilation
Dishonored: The Brigmore Witches,action adventure modern general modern
Life is Strange: Episode 3 - Chaos Theory,action adventure general
Virtua Fighter 5 Final Showdown,action fighting fighting 3d 3d
Life is Strange: Before the Storm - Episode 3: Hell is Empty,action adventure general
Mega Man Zero 2,action platformer 2d
Major League Baseball 2K5,sports traditional baseball sim
FAST Racing NEO,driving racing arcade futuristic
Gunslugs,action general
Jade Empire: Special Edition,roleplaying action rpg action rpg
Sensible World of Soccer,sports traditional team soccer sim sim
Fortnite,action general general shooter thirdperson tactical
Mighty Milky Way,miscellaneous puzzle action puzzle action
Shift 2: Unleashed,driving racing simulation gt  street gt  street automobile
NFL Street,sports traditional football arcade
Time Crisis 3,action shooter light gun
Pro Race Driver,driving racing gt  street
Time Crisis II,action shooter light gun
SWAT 3: Elite Edition,action shooter shooter firstperson tactical modern
Asheron's Call,roleplaying massively multiplayer online massively multiplayer fantasy
Brave Fencer Musashi,roleplaying action rpg
Trauma Center: Under the Knife,action simulation general general virtual career
"Sakura Wars: So Long, My Love",strategy turnbased fantasy
Mario Golf: Toadstool Tour,sports traditional golf arcade
Cities: Skylines - PlayStation 4 Edition,strategy management government
Unravel,action platformer 2d
page not found,no genre
Midnight Club II,driving racing simulation gt  street gt  street automobile
Chessmaster 10th Edition,miscellaneous board games board games
Hitman: Blood Money,action adventure modern
VOEZ,action rhythm music
Fire Emblem: Shadow Dragon,strategy turnbased fantasy fantasy tactics
Age of Empires III,strategy realtime historic historic command
Tales of Monkey Island Chapter 5: Rise of the Pirate God,adventure general 3d fantasy thirdperson fantasy
Castlevania: Lords of Shadow Ultimate Edition,action adventure fantasy general fantasy
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,miscellaneous adventure general compilation
Toy Soldiers: Cold War,strategy realtime wargame realtime general
Bloodstained: Curse of the Moon,action adventure openworld
The Elder Scrolls V: Skyrim VR,roleplaying westernstyle
The Cat Lady,adventure general general
Assassin's Creed,action adventure historic historic openworld
Guitar Hero Live,action rhythm music
Skylanders SuperChargers,action platformer 3d
ilomilo,miscellaneous puzzle action general puzzle puzzle action
Vessel,action platformer platformer 2d 2d
Dawn of Discovery,simulation strategy realtime general general historic
Captain Toad: Treasure Tracker,action platformer 3d
Metro 2033,action shooter shooter firstperson scifi scifi arcade
College Hoops 2K7,sports traditional team basketball sim sim
Fire Emblem Echoes: Shadows of Valentia,strategy turnbased tactics
Phoenix Wright: Ace Attorney,adventure firstperson visual novel modern modern
Life is Strange: Episode 5 - Polarized,action adventure general
NBA Jam: On Fire Edition,sports traditional team basketball arcade arcade
Mario & Luigi: Dream Team,roleplaying consolestyle rpg consolestyle rpg japanesestyle
Uno,miscellaneous board games board games board  card game
SteamWorld Heist,strategy turnbased general
OutRun 2006: Coast 2 Coast,driving racing arcade arcade automobile
Peter Jackson's King Kong: The Official Game of the Movie,action adventure modern
echochrome,miscellaneous puzzle action puzzle general general
Blur,driving racing arcade arcade automobile
LEGO Batman 2: DC Super Heroes,action adventure modern general modern
Helldivers,shooter scifi scifi action shooter thirdperson arcade
Mega Man Anniversary Collection,action platformer 2d
The Sims Bustin' Out,miscellaneous virtual life
Empires: Dawn of the Modern World,strategy realtime historic general historic
Chessmaster 9000,miscellaneous board games board games board  card game
Gothic,roleplaying general general
Arcanum: Of Steamworks and Magick Obscura,roleplaying pcstyle rpg pcstyle rpg westernstyle
NASCAR Heat,driving racing simulation stock car stock car automobile
Professor Layton and the Azran Legacy,general logic puzzle miscellaneous puzzle general
Company of Heroes 2: Ardennes Assault,strategy realtime general historic
PlanetSide,roleplaying massively multiplayer online massively multiplayer scifi scifi
Tales From The Borderlands: Episode 3 - Catch A Ride,adventure general
The Walking Dead: Season Two Episode 2 - A House Divided,general action adventure general pointandclick
Star Wars Jedi Knight II: Jedi Outcast,action shooter firstperson scifi
Madden NFL 19,sports team football sim
Finding Paradise,roleplaying japanesestyle
Kingdoms of Amalur: Reckoning,roleplaying pcstyle rpg action rpg
Brothers: A Tale of Two Sons,action adventure linear
Broken Age,thirdperson 3d adventure pointandclick
Life is Strange: Episode 4 - Dark Room,action adventure general
Tiger Woods PGA Tour 06,sports traditional golf sim
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,miscellaneous adventure general 3d compilation thirdperson
Sunset Overdrive,general action general shooter thirdperson arcade
Super Time Force,action platformer shooter 2d scrolling shootemup vertical
Toy Soldiers,strategy realtime wargame realtime general
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,action general adventure pointandclick
SSX,sports alternative individual snowboarding snowboarding ski  snowboard
Borderlands,action shooter shooter firstperson scifi scifi arcade
DG2: Defense Grid 2,general strategy realtime general defense
Crysis,action shooter shooter firstperson scifi scifi arcade
Crysis,action shooter shooter firstperson scifi scifi arcade
CHUCHEL,adventure general
Just Cause 2,action adventure modern modern openworld
Mario Tennis: Power Tour,sports traditional tennis
Rage,action shooter shooter firstperson thirdperson modern modern modern arcade
Napoleon: Total War,strategy realtime historic general historic
Overlord,action adventure fantasy general fantasy
Rockstar Games presents Table Tennis,sports traditional individual tennis other tennis
Metal Gear Solid HD Collection,miscellaneous action adventure modern compilation compilation
Jak and Daxter Collection,action miscellaneous platformer compilation compilation 3d
Firewatch,general adventure 3d firstperson
Reigns: Her Majesty,simulation general
Children of Zodiarcs,roleplaying japanesestyle
Little Nightmares,action adventure general linear
Shantae: Half-Genie Hero,action platformer platformer 2d 2d
OneShot,puzzle action
Watch Dogs 2,action adventure openworld
Zombie Night Terror,puzzle action
Victoria II: Heart of Darkness,strategy realtime historic general
Terraria,action action adventure platformer platformer sandbox 2d 2d
Borderlands 2: Captain Scarlett and Her Pirate's Booty,action shooter shooter firstperson scifi scifi arcade
Waveform,puzzle action general general
Bit.Trip Flux,action miscellaneous rhythm music music
Fallout 3: Broken Steel,roleplaying firstperson firstperson general westernstyle
Personal Trainer: Cooking,miscellaneous general general
Tiger Woods PGA Tour 08,sports traditional individual golf sim sim
NBA Street Homecourt,sports traditional team basketball arcade arcade
The Elder Scrolls IV: Knights of the Nine,roleplaying firstperson firstperson westernstyle
Red Orchestra: Ostfront 41-45,action shooter shooter firstperson historic historic arcade
SSX On Tour,sports alternative snowboarding
Hot Shots Golf: Open Tee,sports traditional individual golf arcade arcade
Kingdom Under Fire: The Crusaders,strategy realtime fantasy
The Sims Bustin' Out,miscellaneous virtual life
The Simpsons: Hit & Run,driving missionbased
Karnaaj Rally,driving car combat
Stronghold,strategy realtime historic general historic
Star Fox 64 3D,action shooter shooter rail rail
Yoshi's Island DS,action platformer platformer 2d 2d
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,action shooter shooter thirdperson tactical modern modern
Freedom Fighters,action shooter thirdperson tactical modern
Gran Turismo 6,driving racing simulation gt  street gt  street automobile
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,miscellaneous adventure general compilation
GoldenEye 007,action shooter shooter firstperson modern modern arcade
Kirby: Nightmare in Dream Land,action platformer 2d
Rochard,action adventure general platformer platformer 2d 2d
The Dishwasher: Vampire Smile,action beatemup beatemup 2d
Middle-earth: Shadow of War,action adventure openworld
Fallout 3: Broken Steel,roleplaying firstperson firstperson general westernstyle
Ni no Kuni II: Revenant Kingdom,roleplaying japanesestyle
Winning Eleven: Pro Evolution Soccer 2007,sports traditional team soccer sim sim
Unravel Two,action platformer 2d
Patapon 2,action general general
Tiger Woods PGA Tour 06,sports traditional individual golf sim sim
Joe Danger 2: The Movie,action racing general arcade other
MadWorld,action beatemup beatemup 3d
Metal Arms: Glitch in the System,action shooter thirdperson scifi
Final Fantasy XV,action rpg roleplaying action rpg
RollerCoaster Tycoon 3,strategy tycoon management tycoon business  tycoon
Dragon's Dogma: Dark Arisen,roleplaying action rpg
Puyo Puyo Tetris,puzzle matching stacking
Guild Wars 2: Heart of Thorns,roleplaying massively multiplayer
AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,action sports general platformer 3d
Tiger Woods PGA Tour 07,sports traditional individual golf sim sim
Pokemon Puzzle League,miscellaneous puzzle matching
The Sims 2 University,simulation miscellaneous virtual life virtual virtual life
Skulls of the Shogun,strategy turnbased fantasy general fantasy tactics
Far Cry 3: Blood Dragon,action shooter shooter firstperson modern modern arcade
Assassin's Creed,action adventure historic historic openworld
Borderlands: The Zombie Island of Dr. Ned,action shooter shooter firstperson scifi scifi arcade
SUPERBEAT: XONiC,action rhythm music
IL-2 Sturmovik: Birds of Prey,simulation flight wwii wwii combat
FORM,adventure general
MLB 14: The Show,sports traditional team baseball sim sim
Bravely Second: End Layer,roleplaying japanesestyle
Terraria,action action adventure platformer platformer sandbox 2d 2d
Sid Meier's Civilization: Beyond Earth,strategy turnbased scifi general 4x
Pro Evolution Soccer 2018,sports team soccer sim
EA Sports Active,sports miscellaneous general exercise  fitness
Awesomenauts Assemble!,strategy realtime moba
Plants vs. Zombies,strategy realtime general general fantasy defense
Assassin's Creed Origins,action adventure openworld
Hatsune Miku: Project Diva f,action miscellaneous rhythm music music
World of Warcraft: Battle for Azeroth,roleplaying massively multiplayer
Madden NFL 07,sports traditional team football sim sim
Laser League,sports team futuristic
escapeVektor: Chapter 1,miscellaneous action adventure puzzle action modern
LostWinds,action platformer platformer 2d 2d
The Bug Butcher,action platformer 2d
WWE SmackDown! vs. Raw 2006,action sports fighting fighting individual wrestling combat wrestling
Final Fantasy XII: Revenant Wings,strategy realtime fantasy fantasy tactics
SoulCalibur V,action fighting fighting 3d 3d
Project CARS,driving racing simulation general automobile
Pool Nation,sports miscellaneous parlor individual billiards billiards
Swords & Soldiers,general strategy general
Super Scribblenauts,miscellaneous puzzle action puzzle general puzzle general
Sonic the Hedgehog 4: Episode I,action general platformer platformer 2d 2d
NCAA Football 09,sports traditional team football sim sim
Disney's Toontown Online,roleplaying massively multiplayer online massively multiplayer fantasy
Mortal Kombat: Deception,action fighting 3d
Mario vs. Donkey Kong,action platformer 2d
Combat Mission 3: Afrika Korps,strategy realtime wargame realtime general
EverQuest: The Planes of Power,roleplaying massively multiplayer online massively multiplayer fantasy fantasy
Rails Across America,strategy realtime general general
007: The World is Not Enough,action shooter firstperson modern
Flanker 2.0,simulation flight modern jet modern jet combat
Wasteland 2,pcstyle rpg general roleplaying pcstyle rpg westernstyle
Muramasa: The Demon Blade,roleplaying action rpg action rpg
Kingdoms of Amalur: Reckoning,roleplaying pcstyle rpg action rpg
Madden NFL 13,sports traditional team football sim sim
Jamestown: Legend of the Lost Colony,action shooter shooter scrolling scrolling shootemup vertical
Poker Smash,miscellaneous puzzle puzzle general general
Tales From The Borderlands: Episode 2 - Atlas Mugged,adventure general
Call of Duty: Black Ops,action shooter shooter firstperson historic historic arcade
Kohan II: Kings of War,strategy realtime fantasy general fantasy
Star Wars Pinball: The Force Awakens,action pinball
College Hoops 2K8,sports traditional team basketball sim sim
Monaco: What's Yours Is Mine,adventure general general
Midnight Club: Los Angeles,driving racing simulation gt  street gt  street automobile
Metal Gear Online,action adventure modern general
Xenosaga Episode III: Also sprach Zarathustra,roleplaying consolestyle rpg
Moonlighter,roleplaying action rpg
Phoenix Wright: Ace Attorney - Spirit of Justice,adventure visual novel
The Age of Decadence,pcstyle rpg roleplaying westernstyle
Galactic Civilizations III,strategy turnbased general 4x
Stories Untold,adventure text
Marvel: Ultimate Alliance,roleplaying action rpg action rpg
Pinball Fantasies,action miscellaneous parlor pinball pinball
Catan,miscellaneous board games board games board  card game
Tiger Woods PGA Tour 09 All-Play,sports traditional individual golf sim sim
Madden NFL 08,sports traditional team football sim sim
Far Cry 5,action shooter firstperson arcade
Slime Rancher,action shooter firstperson arcade
Nelly Cootalot: The Fowl Fleet,adventure pointandclick
Order of Battle: Pacific,strategy turnbased 4x
Mortal Kombat: Deadly Alliance,action fighting 2d
Mass Effect 2: Overlord,roleplaying action rpg action rpg
MX Unleashed,driving racing motorcycle motocross
Fatal Frame II: Crimson Butterfly,action adventure horror
Secret Weapons Over Normandy,simulation flight wwii
NHL Hitz Pro,sports traditional ice hockey arcade
Pokemon Pinball: Ruby & Sapphire,miscellaneous parlor pinball
Freekstyle,sports alternative biking
Bomberman Generation,adventure thirdperson fantasy
All-Star Baseball 2003,sports traditional baseball sim
Empire Earth,strategy realtime historic general historic
FIFA Soccer 2002,sports traditional soccer sim
Ooga Booga,action general
XGIII: Extreme G Racing,driving racing futuristic
Star Trek: Deep Space Nine: The Fallen,action shooter shooter thirdperson scifi arcade
Railroad Tycoon II: Gold Edition,strategy tycoon
Parasite Eve,roleplaying general
Minit,adventure general
Valiant Hearts: The Great War,platformer 2d action platformer 2d
Fast RMX,racing arcade futuristic
Maldita Castilla EX: Cursed Castilla,action platformer 2d
Sam & Max Episode 101: Culture Shock,adventure general 3d pointandclick thirdperson
Overcooked!,action simulation arcade virtual career
Child of Eden,action shooter shooter thirdperson rail rail fantasy
Prince of Persia Classic Trilogy HD,miscellaneous action adventure fantasy compilation
Mirror's Edge,action shooter firstperson modern action adventure modern general modern
Danganronpa 2: Goodbye Despair,action adventure general visual novel
FIFA Soccer 08,sports traditional team soccer sim sim
Worms: Open Warfare 2,strategy turnbased fantasy fantasy artillery
Rage,action shooter shooter firstperson modern modern arcade
TrackMania 2 Canyon,driving racing arcade arcade automobile
Motorsport Manager,action simulation general virtual career
Zero Escape: Zero Time Dilemma,adventure visual novel
WWE SmackDown vs. Raw 2010,action sports fighting fighting individual wrestling combat wrestling
Marvel: Ultimate Alliance,roleplaying action rpg
Capcom vs. SNK 2: Mark of the Millennium 2001,action fighting 2d
Onimusha: Dawn of Dreams,action adventure fantasy
Mortal Kombat: Deception,action fighting 3d
The Vanishing of Ethan Carter,miscellaneous general adventure 3d firstperson
Pokemon FireRed Version,roleplaying consolestyle rpg
NBA 2K6,sports traditional team basketball sim sim
Perfect Dark Zero,action shooter shooter firstperson scifi scifi arcade
South Park: The Fractured But Whole,roleplaying general
Sleeping Dogs,modern action adventure modern openworld
Skylanders: Spyro's Adventure,action platformer platformer 3d 3d
FIFA Soccer 2005,sports traditional soccer sim
FIFA 18,sports team soccer sim
Star Wars Jedi Knight: Jedi Academy,action shooter shooter firstperson scifi scifi arcade
The Warriors,action beatemup beatemup 3d
Cities: Skylines - Xbox One Edition,strategy management government
WWE SmackDown vs. Raw 2007,action sports fighting fighting individual wrestling combat wrestling
Sine Mora EX,action shooter shootemup horizontal
Mortal Kombat Komplete Edition,action miscellaneous fighting fighting compilation 2d 2d
Deus Ex: The Conspiracy,action adventure scifi
Ninja Gaiden II,action adventure fantasy general fantasy
Valkyrie Profile,roleplaying consolestyle rpg
Tiger Woods PGA Tour 10,sports traditional individual golf sim sim
Aragami: Shadow Edition,action adventure general
Ys Origin,roleplaying action rpg
The Darkside Detective,adventure general
Shadowrun: Dragonfall,general roleplaying general
MechAssault 2: Lone Wolf,simulation scifi mech
Eets,action platformer platformer 2d 2d
NBA Live 10,sports traditional team basketball sim sim
Phoenix Wright: Ace Attorney - Trials and Tribulations,adventure firstperson visual novel modern modern
Steins;Gate 0,adventure visual novel
F1 2012,driving racing simulation formula one formula one automobile
Pokemon LeafGreen Version,roleplaying consolestyle rpg
Wreckfest,driving general general racing arcade automobile
The Red Strings Club,adventure visual novel
World of Warships,action general general
Hatsune Miku: Project Diva F 2nd,action miscellaneous rhythm music
FIFA Soccer 2005,sports traditional soccer sim
TOCA Race Driver 2: The Ultimate Racing Simulator,driving racing simulation general general gt  street automobile
Harvest Moon: Friends of Mineral Town,strategy breedingconstructing
NHL Hitz Pro,sports traditional ice hockey arcade
MVP Baseball 2003,sports traditional baseball sim
Wargame: European Escalation,strategy realtime historic general historic tactics
Dishonored: Death of the Outsider,action adventure general
Rage of the Gladiator,action general beatemup beatemup 2d
Street Fighter: 30th Anniversary Collection,miscellaneous compilation
Redout,racing arcade futuristic
Sniper Elite 4,action shooter firstperson tactical
Kinect Party,miscellaneous party party party  minigame
Dungeon Defenders,roleplaying action rpg action rpg
Call of Duty: Black Ops III,action shooter firstperson arcade
Maldita Castilla EX: Cursed Castilla,action platformer 2d
The Walking Dead: Episode 4 - Around Every Corner,miscellaneous adventure general compilation pointandclick
Atlas Reactor,turnbased action general
Lumines Remastered,puzzle matching
Antihero,strategy turnbased tactics
Halo Wars: Definitive Edition,strategy realtime general
OutRun 2006: Coast 2 Coast,driving racing arcade
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,action adventure openworld
A Space Shooter for 2 Bucks!,action general general
X-Men Legends,roleplaying action rpg
Redout,general racing arcade futuristic
God of War III Remastered,action adventure linear
Super Monkey Ball Deluxe,miscellaneous party
The 2D Adventures of Rotating Octopus Character,action platformer platformer 2d 2d
Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,miscellaneous adventure general 3d compilation thirdperson
Stick it to the Man!,action platformer 3d
Puzzle Quest 2,miscellaneous puzzle action puzzle puzzle action
